,BRANCH,LOCATION,geometry,LATITUDE,LONGITUDE,list of dict
38,King,"(41.83175130060517, -87.61747228078738)","POLYGON ((-87.617472 41.847196, -87.618472 41.84693, -87.621472 41.844302, -87.623472 41.843401, -87.625472 41.841335, -87.629543 41.838751, -87.631135 41.836414, -87.632472 41.836215, -87.633913 41.834751, -87.633573 41.833751, -87.635496 41.832775, -87.637242 41.830751, -87.635472 41.829414, -87.634718 41.829997, -87.633342 41.829882, -87.633673 41.828551, -87.632472 41.826885, -87.631472 41.826335, -87.630391 41.829833, -87.629649 41.824751, -87.628273 41.824951, -87.627718 41.823751, -87.623472 41.820346, -87.622465 41.820759, -87.62291 41.820189, -87.622657 41.819751, -87.617472 41.816529, -87.616472 41.816349, -87.614234 41.818513, -87.612035 41.819751, -87.610472 41.821653, -87.609472 41.821435, -87.608472 41.822305, -87.606472 41.821963, -87.60456 41.823839, -87.603472 41.824019, -87.602987 41.825751, -87.603681 41.826543, -87.603733 41.828012, -87.602251 41.827972, -87.601472 41.827196, -87.600707 41.827986, -87.601035 41.829189, -87.602554 41.830669, -87.602692 41.832751, -87.603885 41.834338, -87.605926 41.835298, -87.606472 41.836114, -87.607961 41.835263, -87.607763 41.837042, -87.606714 41.837993, -87.607298 41.839925, -87.609782 41.840441, -87.610472 41.8419, -87.611065 41.839344, -87.612557 41.839667, -87.612746 41.840478, -87.614551 41.840672, -87.613681 41.841751, -87.61466 41.842751, -87.613763 41.844751, -87.614615 41.844894, -87.615472 41.844495, -87.616878 41.845345, -87.617472 41.847196))",41.83175130060517,-87.61747228078738,"[{17031835800: 0.0038570741879402322, 17031380600: 0.49713214181983867, 17031340600: 0.38754637611764436, 17031351500: 0.9313383880521907, 17031351400: 1.0, 17031839600: 1.0, 17031840000: 0.01463750845169818, 17031836000: 0.002298280335968018, 17031380200: 0.8972890627615532, 17031380100: 0.36996492081145277, 17031836400: 0.022425857704812598, 17031836500: 0.7466926109462125, 17031351100: 1.0, 17031360200: 1.0, 17031351000: 0.9444908474432394, 17031350100: 0.5096360064377072, 17031340500: 0.5862736256805428, 17031842000: 1.0, 17031839500: 1.0, 17031340400: 0.00013990897975705937, 17031350400: 0.1710184439317537, 17031839200: 0.7457432680803161, 17031841000: 0.02254219216684841}]"
39,Legler Regional,"(41.87934542742433, -87.72547641315548)","POLYGON ((-87.725476 41.89481, -87.726476 41.894888, -87.727995 41.892864, -87.728207 41.892345, -87.727476 41.892049, -87.727245 41.891114, -87.728476 41.891015, -87.729476 41.889965, -87.730872 41.889345, -87.730231 41.888591, -87.727709 41.888578, -87.727408 41.888277, -87.734214 41.888083, -87.736476 41.887652, -87.738297 41.886345, -87.739121 41.88499, -87.742815 41.882345, -87.745242 41.879345, -87.743441 41.877381, -87.743062 41.876345, -87.740476 41.875188, -87.738048 41.872774, -87.736203 41.872618, -87.736015 41.871345, -87.73657 41.870345, -87.735476 41.868979, -87.734772 41.869641, -87.733307 41.869514, -87.732476 41.867759, -87.731476 41.867648, -87.730476 41.866468, -87.729476 41.8664, -87.725476 41.86376, -87.723476 41.864584, -87.718653 41.868522, -87.716595 41.869345, -87.713481 41.872345, -87.710476 41.874228, -87.706184 41.879345, -87.707829 41.879993, -87.707865 41.880734, -87.706669 41.881345, -87.707177 41.882345, -87.710496 41.885326, -87.712476 41.886735, -87.714476 41.887193, -87.715476 41.887994, -87.719224 41.889345, -87.719098 41.890345, -87.722505 41.892345, -87.725476 41.89481))",41.87934542742433,-87.72547641315548,"[{17031290900: 0.047161718109362386, 17031838700: 0.06778795901396571, 17031843000: 0.3391712969320883, 17031260900: 1.0, 17031261000: 0.7989552217387064, 17031271500: 0.342492384084687, 17031260500: 0.9199319453054373, 17031252202: 0.28785184132897623, 17031260600: 1.0, 17031270500: 0.9984598059122972, 17031260700: 1.0, 17031260800: 1.0, 17031271400: 0.9962584168595645, 17031271300: 0.5238996918008684, 17031836900: 0.4052342008456403, 17031260200: 1.0, 17031260100: 1.0, 17031836800: 0.7057397748200571, 17031251800: 0.07115721229574115, 17031260400: 0.7686790019535614, 17031260300: 0.9994902057884727, 17031842100: 0.08010417371186286, 17031231500: 0.3085991788296647}]"
40,Lincoln Belmont,"(41.94046531149621, -87.67102536129381)","POLYGON ((-87.669025 41.9545, -87.671776 41.955216, -87.674025 41.955287, -87.676025 41.954004, -87.679213 41.954653, -87.680938 41.951465, -87.682256 41.950465, -87.684068 41.947508, -87.686242 41.945465, -87.686544 41.944465, -87.690281 41.941465, -87.690837 41.939465, -87.686384 41.936107, -87.686025 41.935443, -87.683025 41.933656, -87.682603 41.932888, -87.680025 41.931785, -87.679025 41.93063, -87.677025 41.930293, -87.676365 41.929125, -87.672025 41.926485, -87.669025 41.9261, -87.667607 41.926465, -87.667025 41.927606, -87.666067 41.927424, -87.664025 41.928064, -87.663025 41.927981, -87.662025 41.928843, -87.661025 41.928828, -87.655907 41.930347, -87.654895 41.932465, -87.654997 41.933465, -87.652339 41.938465, -87.650974 41.939465, -87.651241 41.940465, -87.655025 41.94438, -87.661998 41.949493, -87.665362 41.951129, -87.667025 41.953284, -87.669025 41.9545))",41.94046531149621,-87.67102536129381,"[{17031051100: 1.0, 17031051200: 1.0, 17031843700: 0.2044002644525047, 17031050900: 0.6408190353606742, 17031050800: 1.0, 17031050700: 1.0, 17031050500: 0.34481927018069947, 17031050600: 0.9968116496561475, 17031070700: 0.6597148917359922, 17031051400: 0.9216462363268759, 17031051300: 1.0, 17031051000: 1.0, 17031070600: 0.6640640526908049, 17031070500: 0.5137163607188947, 17031070400: 0.240748800259399, 17031062600: 1.0, 17031062700: 1.0, 17031062800: 1.0, 17031062900: 0.943637172272306, 17031062500: 1.0, 17031062400: 1.0, 17031063000: 0.1833538973957855, 17031062300: 1.0, 17031062200: 0.9444224080818985, 17031831900: 1.0, 17031061500: 1.0, 17031832000: 0.15817889030667048, 17031061200: 0.5157456577708072, 17031061100: 0.002563460130374811, 17031060300: 1.0, 17031060400: 0.7568290156873687, 17031062100: 0.22604206938536112, 17031060200: 0.1058455005339682, 17031060100: 0.0011640471601512999, 17031050200: 0.0038200332819872743, 17031050100: 0.04142247362817966}]"
41,Lincoln Park,"(41.92540663614013, -87.65806218385674)","POLYGON ((-87.658062 41.939919, -87.659062 41.940315, -87.663062 41.938641, -87.664062 41.938856, -87.666062 41.938, -87.667246 41.936407, -87.66687 41.935407, -87.668348 41.933407, -87.673122 41.930467, -87.676046 41.93039, -87.676294 41.928407, -87.675787 41.927131, -87.677846 41.926407, -87.678646 41.925407, -87.678386 41.924407, -87.677178 41.923407, -87.674216 41.922407, -87.674489 41.921407, -87.673415 41.920407, -87.670599 41.919943, -87.670037 41.920432, -87.670481 41.919826, -87.67019 41.919279, -87.666653 41.915816, -87.665949 41.91552, -87.663719 41.916063, -87.663062 41.916586, -87.661062 41.916525, -87.66079 41.915679, -87.659062 41.915528, -87.658783 41.914686, -87.657961 41.914508, -87.657581 41.912888, -87.656549 41.91192, -87.655046 41.911391, -87.651613 41.912407, -87.650914 41.913407, -87.651321 41.914407, -87.646062 41.918447, -87.645062 41.918209, -87.642131 41.919476, -87.640841 41.919407, -87.639576 41.921407, -87.639485 41.922407, -87.638476 41.923407, -87.638537 41.924407, -87.637426 41.925407, -87.637759 41.926407, -87.640813 41.928407, -87.641306 41.929407, -87.644062 41.930373, -87.651062 41.935738, -87.658062 41.939919))",41.92540663614013,-87.65806218385674,"[{17031832200: 0.010966621882786128, 17031842300: 0.0003317111931985026, 17031832600: 0.7080668087131278, 17031832300: 0.44258186586204656, 17031832500: 1.0, 17031071800: 0.047508420765795346, 17031071100: 1.0, 17031071200: 0.9855345823738552, 17031071300: 0.7487228332214146, 17031071400: 0.05161937212525409, 17031070103: 1.0, 17031070700: 0.610966495725386, 17031830900: 0.05686692896545117, 17031071000: 1.0, 17031070600: 1.0, 17031070500: 1.0, 17031070400: 1.0, 17031062600: 0.021488567507866225, 17031062700: 0.6167735166123405, 17031062800: 0.9329834690307268, 17031062900: 0.8692555995070139, 17031070300: 1.0, 17031070200: 0.9182783562110894, 17031070102: 0.18644308936774395, 17031070101: 0.08826075709762628, 17031063400: 0.07932342537477934, 17031063000: 0.45206124708485734, 17031062300: 0.018314203453512177, 17031062200: 0.008972614604360704}]"
42,Little Italy,"(41.86946341218242, -87.66072612668584)","POLYGON ((-87.659726 41.88259, -87.662726 41.882049, -87.663726 41.882317, -87.666726 41.881075, -87.671071 41.877463, -87.674546 41.875463, -87.67542 41.874463, -87.675511 41.873249, -87.676726 41.87325, -87.678312 41.871463, -87.678536 41.870273, -87.680879 41.869463, -87.676726 41.865349, -87.672726 41.863037, -87.671726 41.861886, -87.670477 41.861713, -87.666726 41.858198, -87.663715 41.856475, -87.663127 41.855463, -87.661726 41.855018, -87.660726 41.855102, -87.657726 41.857353, -87.656726 41.857024, -87.653014 41.859463, -87.655726 41.860191, -87.655835 41.860572, -87.650081 41.861463, -87.649595 41.862463, -87.644726 41.865451, -87.640329 41.869463, -87.641726 41.871191, -87.643726 41.87264, -87.644604 41.872341, -87.644578 41.870316, -87.645821 41.870368, -87.644753 41.871463, -87.645196 41.873463, -87.644512 41.874463, -87.645993 41.875197, -87.646726 41.876484, -87.647726 41.876322, -87.65095 41.87824, -87.652572 41.878618, -87.653158 41.879463, -87.656726 41.881857, -87.657726 41.881803, -87.659726 41.88259))",41.86946341218242,-87.66072612668584,"[{17031310500: 0.023476853366746788, 17031310400: 0.005728471747796151, 17031841900: 0.3592067458608882, 17031310800: 0.05260179131119701, 17031310700: 0.33756915600581483, 17031310600: 0.5303698652016201, 17031842900: 0.5017840938167023, 17031283800: 0.8689658382542018, 17031283100: 1.0, 17031283200: 1.0, 17031833300: 1.0, 17031832900: 1.0, 17031838200: 0.6931500133620995, 17031838100: 0.3466625392031178, 17031833100: 0.7259184486578758, 17031833000: 0.03507266239885606}]"
43,Little Village,"(41.84959155873184, -87.70504118331108)","POLYGON ((-87.705041 41.864822, -87.706041 41.865081, -87.710041 41.861433, -87.712041 41.860497, -87.716041 41.857291, -87.71693 41.855481, -87.718041 41.855697, -87.723172 41.851592, -87.72207 41.850592, -87.723267 41.847592, -87.717041 41.84246, -87.710007 41.837625, -87.708677 41.836956, -87.705902 41.836731, -87.706041 41.836016, -87.706793 41.835592, -87.705041 41.834073, -87.704175 41.836725, -87.702792 41.836841, -87.701918 41.836468, -87.699195 41.838592, -87.699149 41.841699, -87.698041 41.840694, -87.697167 41.840717, -87.696868 41.842419, -87.696041 41.842384, -87.695041 41.841118, -87.694738 41.841288, -87.692268 41.843592, -87.690002 41.844553, -87.688341 41.846592, -87.689041 41.847007, -87.68921 41.847761, -87.685711 41.849261, -87.685121 41.850592, -87.687145 41.851488, -87.687489 41.852592, -87.689196 41.853436, -87.69183 41.855592, -87.694041 41.858211, -87.696205 41.859592, -87.696214 41.860592, -87.697111 41.861521, -87.698127 41.861677, -87.699041 41.861166, -87.700247 41.861386, -87.700051 41.862592, -87.700619 41.863014, -87.705041 41.864822))",41.84959155873184,-87.70504118331108,"[{17031843300: 2.3679474255425965e-05, 17031830500: 0.01057275819940429, 17031301600: 0.7213611815458578, 17031840800: 0.9970068740521411, 17031301701: 0.232528742319798, 17031843500: 0.2922876962160235, 17031841300: 0.0409787160661624, 17031301100: 1.0, 17031301200: 0.9205624253776963, 17031840700: 0.845312760658593, 17031841200: 0.00613366175366996, 17031291600: 0.32379441611795196, 17031843100: 0.6640943018571964, 17031300500: 0.5432918237869199, 17031300600: 0.9983054805644815, 17031300800: 1.0, 17031300900: 1.0, 17031300700: 1.0, 17031843400: 0.006839319791143568, 17031841700: 1.0, 17031844700: 1.0, 17031292400: 0.12206055189852104, 17031292200: 0.6354093025223959, 17031841500: 0.6763243931559821, 17031291200: 0.12709317954781255}]"
44,Logan Square,"(41.924860376546214, -87.7035190503226)","POLYGON ((-87.702519 41.939373, -87.703882 41.93886, -87.704519 41.937468, -87.707519 41.938307, -87.711519 41.936207, -87.712519 41.936447, -87.713519 41.93531, -87.716675 41.935016, -87.718055 41.93186, -87.717889 41.93086, -87.722438 41.92686, -87.722634 41.92586, -87.72412 41.92486, -87.723578 41.92386, -87.721519 41.92225, -87.717663 41.91986, -87.710519 41.914424, -87.707466 41.912913, -87.706519 41.912037, -87.705519 41.912603, -87.701519 41.910335, -87.698775 41.913117, -87.696519 41.912893, -87.69386 41.91486, -87.691519 41.915727, -87.690519 41.916825, -87.689519 41.916053, -87.687078 41.916419, -87.686268 41.91786, -87.687206 41.91886, -87.686575 41.91986, -87.68735 41.92086, -87.682491 41.92486, -87.684743 41.925637, -87.687519 41.928742, -87.690519 41.929247, -87.691519 41.930297, -87.693646 41.930733, -87.693519 41.931475, -87.692878 41.93186, -87.693519 41.933003, -87.695166 41.932507, -87.696641 41.932738, -87.695934 41.93386, -87.697519 41.935905, -87.699519 41.934487, -87.700519 41.935822, -87.701628 41.935752, -87.701519 41.936332, -87.700519 41.936366, -87.700435 41.93686, -87.702519 41.939373))",41.924860376546214,-87.7035190503226,"[{17031230200: 0.05529360502399658, 17031240800: 0.4892223401835432, 17031240700: 0.07016950924529747, 17031230100: 0.5664211558332237, 17031222800: 0.019892013134845975, 17031222700: 0.7400109884005002, 17031222600: 1.0, 17031220901: 0.06370617254069573, 17031221000: 0.8998895551834405, 17031221100: 1.0, 17031222200: 0.029799050445640372, 17031222500: 1.0, 17031832400: 0.6184999528358596, 17031832200: 0.005961287705599049, 17031221300: 1.0, 17031221400: 1.0, 17031221500: 1.0, 17031221200: 1.0, 17031220902: 0.514911979551393, 17031220701: 0.6365045619779575, 17031220601: 1.0, 17031220702: 0.1380373751986108, 17031220500: 1.0, 17031220602: 1.0, 17031210502: 0.020537422587329532, 17031210602: 0.8221509669798578, 17031210100: 1.8798949194913916e-06, 17031221600: 0.36147849692822764, 17031220400: 1.0, 17031220300: 0.9740005566270535, 17031830900: 0.26958770320628195, 17031210800: 0.40476722952273525, 17031210900: 0.099432436065954, 17031210700: 0.8194722999021402, 17031210601: 0.22835933954028687}]"
45,Lozano,"(41.857601233304614, -87.66116376475367)","POLYGON ((-87.661164 41.872644, -87.662164 41.872771, -87.664164 41.870881, -87.666275 41.869601, -87.666842 41.86828, -87.668766 41.867601, -87.671094 41.865531, -87.674302 41.863601, -87.671993 41.862772, -87.672079 41.860516, -87.675341 41.860424, -87.676164 41.861731, -87.677009 41.859446, -87.679403 41.85884, -87.680963 41.857601, -87.679862 41.856601, -87.680319 41.855601, -87.678951 41.853601, -87.677635 41.852601, -87.675777 41.849601, -87.676382 41.848601, -87.675797 41.847968, -87.673164 41.847274, -87.671164 41.845833, -87.669933 41.846371, -87.669164 41.848097, -87.668515 41.84525, -87.667164 41.844725, -87.666164 41.843354, -87.665436 41.845601, -87.664389 41.846601, -87.664164 41.848713, -87.663662 41.845103, -87.663164 41.844854, -87.662291 41.845729, -87.661991 41.845601, -87.661888 41.844326, -87.662947 41.843601, -87.662164 41.843087, -87.659164 41.842705, -87.658478 41.842916, -87.657532 41.845601, -87.659675 41.846601, -87.658518 41.846956, -87.658265 41.847702, -87.657441 41.847878, -87.657254 41.848691, -87.656476 41.848914, -87.656281 41.850601, -87.655393 41.850831, -87.655236 41.851673, -87.654164 41.849682, -87.653428 41.851601, -87.652031 41.851734, -87.651062 41.849499, -87.649813 41.850601, -87.649435 41.851872, -87.648757 41.852008, -87.648164 41.851609, -87.645609 41.853601, -87.644164 41.855944, -87.643164 41.856205, -87.641776 41.857601, -87.64294 41.858601, -87.642234 41.859601, -87.642772 41.860601, -87.644994 41.861771, -87.645164 41.863276, -87.648378 41.865601, -87.647599 41.866601, -87.64782 41.867601, -87.650215 41.86855, -87.651164 41.869836, -87.651973 41.86941, -87.65378 41.869601, -87.656164 41.871682, -87.657164 41.871853, -87.659351 41.870414, -87.659766 41.871601, -87.661164 41.872644))",41.857601233304614,-87.66116376475367,"[{17031600700: 0.1262736769927627, 17031600600: 0.15913960670051164, 17031843200: 0.39070251290262836, 17031310500: 1.0, 17031840200: 0.000385977751495485, 17031310400: 1.0, 17031310300: 0.9987088599397249, 17031310200: 0.5946045222131089, 17031841900: 0.14817485643946227, 17031310900: 0.9896951878070392, 17031310800: 1.0, 17031310700: 1.0, 17031310600: 1.0, 17031842900: 0.4941546522737108, 17031283800: 1.0, 17031283100: 0.8287909723148474, 17031283200: 0.8724251399070496, 17031833300: 0.3509946475366142, 17031832900: 0.03505214411625753, 17031838200: 0.02416697571146978, 17031841200: 0.12645129667890126}]"
46,Manning,"(41.88108555559726, -87.67923504553734)","POLYGON ((-87.678235 41.895253, -87.679235 41.895851, -87.687328 41.891086, -87.688507 41.890086, -87.689085 41.887935, -87.691672 41.887522, -87.699792 41.881086, -87.699273 41.880047, -87.695979 41.878086, -87.695446 41.877086, -87.691235 41.874823, -87.690235 41.873509, -87.682393 41.867928, -87.680235 41.86806, -87.679235 41.869022, -87.676235 41.867519, -87.675235 41.868574, -87.673235 41.869335, -87.672592 41.870442, -87.670235 41.871445, -87.66847 41.87332, -87.66464 41.876086, -87.660623 41.880086, -87.658686 41.881086, -87.658678 41.882086, -87.662085 41.886236, -87.663235 41.885681, -87.66438 41.88594, -87.675413 41.894086, -87.678235 41.895253))",41.88108555559726,-87.67923504553734,"[{17031832900: 0.04976727331178483, 17031282800: 0.5765290917078334, 17031838200: 0.584878243288381, 17031282700: 0.37855143292079924, 17031837400: 0.47772168363903433, 17031838000: 1.0, 17031837000: 0.23154364592345825, 17031280800: 1.0, 17031838100: 0.9989823402390229, 17031833100: 0.26930890981599753, 17031833000: 0.22964067068188435, 17031280400: 0.9891835542875705, 17031243100: 0.6389184327502244, 17031243200: 0.144659162201723, 17031280900: 1.0, 17031837800: 0.9996633685622546, 17031837100: 0.17061204934903829, 17031242800: 0.10165612006897036, 17031242900: 0.5928295694486464, 17031243000: 0.8995703792295203}]"
47,Mayfair,"(41.968242773953044, -87.737968778247)","POLYGON ((-87.737969 41.981701, -87.738168 41.981442, -87.741969 41.981889, -87.742686 41.981243, -87.741695 41.980243, -87.742969 41.979045, -87.743928 41.980283, -87.744969 41.980147, -87.746539 41.978243, -87.746846 41.97612, -87.747127 41.978243, -87.747969 41.979165, -87.750969 41.977599, -87.751969 41.977793, -87.753805 41.977079, -87.755149 41.975243, -87.753969 41.974851, -87.753715 41.973989, -87.754969 41.973878, -87.755759 41.973243, -87.754478 41.972243, -87.75464 41.971914, -87.758347 41.968243, -87.757908 41.967303, -87.754969 41.967602, -87.753283 41.965929, -87.751601 41.96561, -87.749865 41.963243, -87.750153 41.962243, -87.748564 41.960243, -87.746969 41.95937, -87.745804 41.959408, -87.745042 41.95817, -87.743945 41.958219, -87.744135 41.959409, -87.740885 41.959327, -87.742788 41.957243, -87.740969 41.955328, -87.737969 41.953697, -87.737597 41.955243, -87.736461 41.956735, -87.735584 41.956627, -87.732969 41.954474, -87.732143 41.954417, -87.729969 41.955781, -87.728969 41.955286, -87.727377 41.956243, -87.724192 41.957243, -87.723922 41.959196, -87.722073 41.961243, -87.722186 41.962243, -87.721144 41.965243, -87.716966 41.968243, -87.717647 41.969243, -87.723945 41.973243, -87.724539 41.974243, -87.725969 41.974774, -87.727969 41.976757, -87.729969 41.976819, -87.730969 41.977376, -87.731493 41.976767, -87.732969 41.976637, -87.734969 41.977033, -87.735969 41.977791, -87.73905 41.978162, -87.738662 41.980936, -87.73794 41.981214, -87.737969 41.981701))",41.968242773953044,-87.737968778247,"[{17031160300: 0.7878004486957519, 17031831700: 0.07769731816545425, 17031160200: 0.7404299574079485, 17031150300: 0.0014567819210976043, 17031150200: 0.21236971365152038, 17031160100: 1.0, 17031110502: 0.23833004020998605, 17031160400: 0.24555265303721183, 17031140500: 1.0, 17031140601: 1.0, 17031140602: 0.5525257014562981, 17031140701: 0.029042534171016387, 17031140301: 0.9886313655531868, 17031140200: 0.022129658058127152, 17031140302: 0.6156364118566984, 17031831800: 0.005249735005083077, 17031140400: 1.0, 17031110501: 0.002512088425661319, 17031120400: 0.49328146902749476, 17031130200: 0.3459440953604173}]"
48,McKinley Park,"(41.83030074817219, -87.67349098124289)","POLYGON ((-87.675491 41.844412, -87.676491 41.839885, -87.677641 41.839451, -87.676491 41.838289, -87.676491 41.837184, -87.681491 41.837135, -87.68216 41.836969, -87.682491 41.836138, -87.683491 41.836107, -87.684168 41.837624, -87.685491 41.837855, -87.686459 41.837268, -87.686732 41.835301, -87.687921 41.83473, -87.688448 41.832258, -87.689491 41.832928, -87.690491 41.832835, -87.691491 41.831824, -87.692491 41.831676, -87.694291 41.830301, -87.689625 41.826301, -87.691312 41.824301, -87.69021 41.822582, -87.688491 41.822391, -87.687491 41.821581, -87.686491 41.821592, -87.684491 41.820489, -87.683792 41.820602, -87.683491 41.82117, -87.683076 41.820716, -87.681491 41.820674, -87.680491 41.819937, -87.678491 41.820567, -87.677491 41.81952, -87.675491 41.819518, -87.674491 41.820438, -87.669663 41.820473, -87.668491 41.820795, -87.667491 41.820192, -87.666391 41.820201, -87.662126 41.823301, -87.662004 41.823788, -87.663491 41.823871, -87.663629 41.824439, -87.662289 41.824503, -87.661985 41.823806, -87.661491 41.823723, -87.660593 41.824301, -87.659816 41.825626, -87.658331 41.826141, -87.657443 41.827253, -87.657851 41.827941, -87.657553 41.829362, -87.655491 41.828121, -87.65471 41.82952, -87.652719 41.830301, -87.65326 41.831301, -87.655491 41.833014, -87.656491 41.832957, -87.657482 41.832301, -87.657491 41.831199, -87.657494 41.832301, -87.658045 41.832747, -87.659491 41.832785, -87.660889 41.833903, -87.663127 41.837301, -87.662491 41.838002, -87.661301 41.838111, -87.660869 41.840301, -87.661252 41.84054, -87.662491 41.840518, -87.663072 41.839881, -87.663847 41.839945, -87.664295 41.841497, -87.665491 41.842417, -87.666895 41.841301, -87.6661 41.840301, -87.667491 41.838886, -87.670586 41.839205, -87.669483 41.841301, -87.67127 41.841522, -87.671491 41.842115, -87.672294 41.841104, -87.674105 41.840915, -87.674491 41.840146, -87.674585 41.843207, -87.675491 41.844412))",41.83030074817219,-87.67349098124289,"[{17031580600: 0.003393850133373122, 17031580700: 0.1233103223037122, 17031590500: 1.0, 17031842600: 0.008555601910612184, 17031839900: 0.05207266207144025, 17031610300: 0.20303851401999276, 17031590600: 1.0, 17031590700: 0.8725470000754835, 17031839700: 0.1251448276934967, 17031840400: 0.9841382445350807, 17031600700: 0.15698851477946316, 17031843200: 0.1268939467316794, 17031580100: 0.5698568223764512, 17031840300: 0.9998551705190842, 17031843500: 0.0006397184961405523, 17031841300: 0.05322880961424728}]"
49,Merlo,"(41.940131637508564, -87.64602857926714)","POLYGON ((-87.649029 41.953517, -87.650029 41.953915, -87.653029 41.951103, -87.655029 41.950957, -87.656029 41.950076, -87.659029 41.950305, -87.660027 41.94813, -87.661098 41.947132, -87.663525 41.943132, -87.666733 41.940132, -87.664029 41.937179, -87.660294 41.935132, -87.65687 41.93229, -87.649029 41.927002, -87.647029 41.927785, -87.646029 41.927241, -87.645029 41.927785, -87.641029 41.926574, -87.638029 41.930191, -87.636177 41.93028, -87.634846 41.930949, -87.634229 41.932332, -87.631191 41.933294, -87.630559 41.935132, -87.632516 41.938132, -87.632361 41.939132, -87.633255 41.940132, -87.633184 41.942132, -87.634353 41.942456, -87.635768 41.941871, -87.635955 41.941058, -87.637081 41.941079, -87.637301 41.942859, -87.638111 41.943049, -87.638219 41.943942, -87.639121 41.944132, -87.639248 41.946912, -87.64112 41.949132, -87.640658 41.950132, -87.641334 41.950826, -87.644875 41.952286, -87.646029 41.952144, -87.649029 41.953517))",41.940131637508564,-87.64602857926714,"[{17031070103: 0.38849790406036727, 17031070400: 0.1188128490317482, 17031062700: 0.10467427044631607, 17031062800: 0.5786955421952793, 17031062900: 0.9726401987732378, 17031062400: 0.2773398227550492, 17031070300: 0.5705143085449674, 17031070200: 0.7382317825595145, 17031070102: 0.9997346224748637, 17031070101: 0.30357918104436277, 17031063400: 1.0, 17031063301: 1.0, 17031063302: 1.0, 17031063303: 0.9667878637920242, 17031063000: 1.0, 17031063100: 1.0, 17031062300: 0.9884125805651064, 17031062200: 1.0, 17031061500: 0.6408851884824234, 17031832000: 1.0, 17031061200: 0.11131230658958283, 17031061100: 0.8113646307965792, 17031063200: 0.9993539059451734, 17031062100: 1.0, 17031062000: 1.0, 17031061901: 1.0, 17031061902: 0.6717658806742971, 17031061800: 1.0, 17031061000: 0.9936199955869941, 17031060900: 0.7141965285159126, 17031060800: 0.2427567066499739, 17031832100: 0.2086527401653316}]"
50,Mount Greenwood,"(41.693015814018004, -87.70102477600602)","POLYGON ((-87.701025 41.708637, -87.703025 41.707663, -87.707061 41.704052, -87.707827 41.702818, -87.709025 41.703011, -87.712417 41.700016, -87.714025 41.699207, -87.714942 41.697933, -87.716025 41.69739, -87.716715 41.695706, -87.719025 41.69501, -87.720934 41.693016, -87.719847 41.692016, -87.720008 41.691016, -87.719025 41.690358, -87.715582 41.689459, -87.715025 41.687518, -87.712306 41.685735, -87.711025 41.685703, -87.709813 41.684016, -87.706108 41.681016, -87.705025 41.680707, -87.704025 41.681905, -87.702778 41.681263, -87.702801 41.680239, -87.701981 41.680016, -87.702486 41.679016, -87.70055 41.67849, -87.700025 41.677333, -87.698025 41.679078, -87.697025 41.679171, -87.695963 41.679954, -87.69536 41.681351, -87.6955 41.683491, -87.691622 41.684016, -87.692352 41.684689, -87.692235 41.685226, -87.691025 41.684568, -87.689388 41.686016, -87.689237 41.687228, -87.688025 41.686892, -87.685025 41.689704, -87.682594 41.691016, -87.682097 41.692016, -87.687025 41.695818, -87.689025 41.696777, -87.691025 41.69909, -87.694025 41.699056, -87.694319 41.698311, -87.695025 41.698159, -87.695535 41.699016, -87.695322 41.701718, -87.696196 41.702016, -87.69661 41.705016, -87.69773 41.70631, -87.701025 41.708637))",41.693015814018004,-87.70102477600602,"[{17031823304: 0.9776923144788833, 17031740400: 0.36660493380788106, 17031740300: 0.8795001443669833, 17031822802: 0.018157412351250023, 17031750400: 0.2782099002771759, 17031750300: 0.45559079519324897, 17031740100: 0.9714397640669856, 17031720500: 0.023659645696750133, 17031821900: 0.19666991109198662, 17031740200: 0.28284840180160925}]"
